"time","Inf.Asintomaticos","Inf.Leves","Inf.Hosp","Inf.UCI","Total.infecciosos","Defunciones","Removidos","Defunciones_por_dia","Removidos_por_dia"
153,3251755.54634188,7707577.52658389,1537420.8798568,768710.447622998,13265464.4004056,510411.233067,14358599.3379529,24418.3124336639,663487.646006189
154,3267002.52129701,7793294.33548808,1558197.67134844,779098.843067106,13397593.3712006,535178.911391916,15028662.5581008,24767.6783249155,670063.22014791
155,3277855.76696039,7868822.90860746,1577027.78218884,788513.898197429,13512220.3559541,560263.178188309,15704359.0812413,25084.2667963933,675696.52314049
156,3284968.7385496,7935287.42157952,1594106.24822337,797053.130936179,13611415.5392887,585634.465122618,16384859.441194,25371.2869343089,680500.359952722
157,3288945.53361925,7993751.6385505,1609618.9649813,804809.489047553,13697125.6261986,611266.236780931,17069439.038318,25631.7716583128,684579.597123973
158,3290345.3593605,8045223.8878417,1623743.4527132,811871.7326564,13771184.4325718,637134.868818525,17757472.2749523,25868.632037594,688033.236634269
159,3289684.47512002,8090657.56662794,1636648.81108903,818324.411597296,13835315.2644343,663219.523088875,18448426.7262488,26084.6542703502,690954.451296493
160,3287436.10553578,8130947.82839497,1648494.96481702,824247.488223959,13891126.3869717,689501.982791992,19141856.1708994,26282.4597031166,693429.444650594
161,3284028.13495306,8166924.6594355,1659431.27483319,829715.643004019,13940099.7122258,715966.510750098,19837394.6139513,26464.5279581065,695538.443051912
162,3279839.9425575,8199344.21350867,1669594.81630749,834797.413522085,13983576.3858957,742599.663899671,20534749.0278755,26633.153149573,697354.413924247
163,3275199.38661674,8228880.44034105,1679108.70545726,839554.357886475,14022742.8903015,769390.082459811,21233691.4577796,26790.4185601397,698942.429904085
164,3270380.23088158,8256117.54906067,1688080.57389886,844040.291905032,14058618.6457461,796328.254436023,21934050.511652,26938.1719762124,700359.053872425
165,3265600.73015241,8281544.6353498,1696601.43333707,848300.721429823,14092047.5202691,823406.258199753,22635702.3194118,27078.0037637296,701651.807759739
166,3261023.59837098,8305552.94185915,1704745.01972992,852372.514439556,14123694.0743996,850617.490696371,23338561.206795,27211.2324966185,702858.887383197
